Time,Angle
0.033333333,25.12053823
0.066666667,15.59080414
0.1,7.606862239
0.133333333,1.603976406
0.166666667,-3.401740503
0.2,-8.978448668
0.233333333,-15.02884252
0.266666667,-21.21390018
0.3,-26.80065359
0.333333333,-31.46998784
0.366666667,-33.77361348
0.4,-35.53429255
0.433333333,-36.70838279
0.466666667,-38.72259334
0.5,-42.39166734
0.533333333,-47.35919249
0.566666667,-53.22233719
0.6,-58.51007294
0.633333333,-63.92293295
0.666666667,-70.32714927
0.7,-78.75704291
0.733333333,-90.43895439
0.766666667,-109.8063223
0.8,-119.4453322
0.833333333,-125.5013266
0.866666667,-134.415447
0.9,-141.7672443
0.933333333,-150.5763824
0.966666667,-160.1459356
1,-167.5236031
1.033333333,-173.4206844
1.066666667,-177.6348962
1.1,-181.2977223
1.133333333,-185.0943777
1.166666667,-188.1016143
1.2,-190.325538
1.233333333,-193.7328997
1.266666667,-200.4000709
1.3,-209.8512041
1.333333333,-217.1682271
1.366666667,-221.3526796
1.4,-223.3114101
1.433333333,-224.454094
1.466666667,-225.7617873
1.5,-227.9879445
1.533333333,-231.586539
1.566666667,-235.938108
1.6,-240.4439589
1.633333333,-245.1064375
1.666666667,-253.2152294
1.7,-263.9709161
1.733333333,-277.5724857
1.766666667,-292.4145583
1.8,-299.6750234
1.833333333,-307.0948431
1.866666667,-317.0019673
1.9,-325.3676766
1.933333333,-335.0253667
1.966666667,-343.9447125
2,-350.7713341
2.033333333,-356.5581506
2.066666667,-361.7104696
2.1,-367.5530562
2.133333333,-373.5498342
2.166666667,-379.0751214
2.2,-384.2224983
2.233333333,-389.3890218
2.266666667,-393.6705784
2.3,-396.6323514
2.333333333,-398.5209979
2.366666667,-400.3852817
2.4,-403.4393641
2.433333333,-407.5668019
2.466666667,-412.0066058
2.5,-416.6147819
2.533333333,-420.9424852
2.566666667,-425.2140351
2.6,-431.0179956
2.633333333,-440.0718172
2.666666667,-453.7340258
2.7,-472.377598
2.733333333,-478.5409348
2.766666667,-485.6011807
2.8,-495.6951236
2.833333333,-503.8171106
2.866666667,-513.5059992
2.9,-523.5559953
2.933333333,-531.3123759
2.966666667,-537.516401
3,-542.4320057
3.033333333,-548.0022294
3.066666667,-553.4854731
3.1,-558.8398549
3.133333333,-564.1957692
3.166666667,-570.4263034
3.2,-575.2201485
3.233333333,-578.2114939
3.266666667,-579.4761639
3.3,-580.7958697
3.333333333,-583.2693197
3.366666667,-587.3975607
3.4,-592.42407
3.433333333,-597.85617
3.466666667,-602.9866842
3.5,-609.6707049
3.533333333,-618.4827935
3.566666667,-630.5187433
3.6,-649.4176721
3.633333333,-659.6371539
3.666666667,-665.7143148
3.7,-674.005278
3.733333333,-681.2661182
3.766666667,-690.3002407
3.8,-700.3597378
3.833333333,-708.3555057
3.866666667,-713.9489437
3.9,-719.4850476
3.933333333,-724.9437203
3.966666667,-731.4979112
4,-737.2794245
4.033333333,-742.6208673
4.066666667,-748.8868962
4.1,-755.1265549
4.133333333,-759.0190988
4.166666667,-760.5383398
4.2,-761.7612967
4.233333333,-763.8380536
4.266666667,-767.4943835
4.3,-771.9202975
4.333333333,-777.025489
4.366666667,-782.0866093
4.4,-787.7174492
4.433333333,-795.3095571
4.466666667,-805.9264747
4.5,-823.1995128
4.533333333,-837.3162954
4.566666667,-843.3845869
4.6,-850.5302143
4.633333333,-857.9290641
4.666666667,-865.7363053
4.7,-874.8398518
4.733333333,-883.4366576
4.766666667,-889.4617083
4.8,-893.4974797
4.833333333,-896.3558752
4.866666667,-899.3005947
4.9,-902.2210404
4.933333333,-904.4265855
4.966666667,-906.9058382
5,-912.3912737
5.033333333,-921.9922214
5.066666667,-933.241657
5.1,-940.8299485
5.133333333,-944.7930502
5.166666667,-946.4747283
5.2,-947.5045881
