Time,Angle
0.033333333,10.74604216
0.066666667,16.82710567
0.1,24.76111276
0.133333333,31.90402236
0.166666667,33.75934139
0.2,29.88583611
0.233333333,22.42646212
0.266666667,13.62880328
0.3,10.05217576
0.333333333,12.98095061
0.366666667,16.50504348
0.4,23.63286164
0.433333333,32.79647193
0.466666667,37.52783984
0.5,35.48967697
0.533333333,27.70073649
0.566666667,17.84572612
0.6,7.205867356
0.633333333,5.711683974
0.666666667,6.62784733
0.7,10.68635562
0.733333333,18.49553772
0.766666667,26.75390704
0.8,32.16959927
0.833333333,31.81222978
0.866666667,25.90169293
0.9,17.8857604
0.933333333,10.10000026
0.966666667,10.97387378
1,12.88577025
1.033333333,17.45969929
1.066666667,25.36466225
1.1,33.03904841
1.133333333,35.32087857
1.166666667,31.35875087
1.2,23.12638331
1.233333333,12.93887083
1.266666667,7.154666099
1.3,9.863609226
1.333333333,11.49514995
1.366666667,16.89112978
1.4,24.41158679
1.433333333,32.08331341
1.466666667,33.98118333
1.5,29.8716087
1.533333333,21.68284227
1.566666667,11.55185148
1.6,7.401810885
1.633333333,10.30746885
1.666666667,12.71398939
1.7,19.20061313
1.733333333,27.0639516
1.766666667,33.18486409
1.8,33.17892576
1.833333333,27.45379018
1.866666667,18.69326362
1.9,8.50630297
1.933333333,6.624284552
1.966666667,9.117998246
2,12.09080453
2.033333333,19.19966266
2.066666667,27.38385544
2.1,33.0816873
2.133333333,32.17443811
2.166666667,25.83490673
2.2,16.81324505
2.233333333,8.094237922
2.266666667,8.78912335
2.3,10.7191857
2.333333333,14.53608159
2.366666667,21.1813808
2.4,29.32703122
2.433333333,33.44880353
2.466666667,30.89427309
2.5,23.17301826
2.533333333,12.99137283
2.566666667,5.718366788
2.6,8.065735982
2.633333333,9.8050548
2.666666667,13.78224211
2.7,20.39011079
2.733333333,28.34781208
2.766666667,32.23936037
2.8,29.71987192
2.833333333,22.25190422
2.866666667,12.45922172
2.9,7.379795046
2.933333333,11.16485308
2.966666667,13.29259046
3,17.81678957
3.033333333,24.56423076
3.066666667,31.42395088
3.1,32.39967622
3.133333333,27.80202736
3.166666667,19.11876027
3.2,9.247085594
3.233333333,7.047566444
3.266666667,10.36291329
3.3,13.07408357
3.333333333,18.66956836
3.366666667,25.87392557
3.4,31.59254323
3.433333333,31.13772015
3.466666667,25.69497731
3.5,16.72586876
3.533333333,8.344097367
3.566666667,8.971328941
3.6,11.37664472
3.633333333,15.7534695
3.666666667,21.87876688
3.7,29.76908822
3.733333333,33.28108186
3.766666667,30.67989364
3.8,23.23774743
3.833333333,13.09081919
3.866666667,6.135882195
3.9,7.532374961
3.933333333,8.976984714
3.966666667,13.48376928
4,20.36742435
4.033333333,28.2467333
4.066666667,31.97449972
4.1,29.69942019
4.133333333,22.37014736
4.166666667,12.52211145
4.2,6.881783094
4.233333333,8.871619147
4.266666667,10.44499142
4.3,15.57028099
4.333333333,22.12257856
4.366666667,29.22995059
4.4,31.17022693
4.433333333,27.59201647
4.466666667,19.7556306
4.5,10.6889548
4.533333333,8.771497443
4.566666667,12.39764615
4.6,15.13454295
4.633333333,19.71504415
4.666666667,26.88757825
4.7,32.08608294
4.733333333,30.84128245
4.766666667,24.92626135
4.8,15.81532818
4.833333333,8.588758733
4.866666667,10.93599518
4.9,15.00255937
4.933333333,19.04454586
4.966666667,24.61620902
5,31.60274787
5.033333333,32.3574465
5.066666667,28.24726875
5.1,19.98445537
5.133333333,10.2903432
5.166666667,8.028156793
5.2,10.97263931
5.233333333,14.65913484
5.266666667,21.37682034
5.3,29.12656314
5.333333333,32.7295167
5.366666667,30.49868361
5.4,23.38236929
5.433333333,13.91636353
5.466666667,8.007518161
5.5,10.44750267
5.533333333,12.53185198
5.566666667,18.19006123
5.6,25.9199199
5.633333333,32.1061097
5.666666667,31.93572847
5.7,26.70751546
5.733333333,17.95643978
5.766666667,9.237642327
5.8,9.47824664
5.833333333,13.00966707
5.866666667,16.42288206
5.9,22.23564839
5.933333333,30.14198806
5.966666667,33.31545381
6,30.59366046
6.033333333,22.8621882
6.066666667,12.78709145
6.1,6.065660317
6.133333333,8.683927621
6.166666667,10.6053739
6.2,16.26158592
6.233333333,23.38817503
6.266666667,30.45174953
6.3,32.08684095
6.333333333,28.19837776
6.366666667,20.14467873
6.4,10.37348744
6.433333333,7.329714086
6.466666667,10.23828398
6.5,12.85258657
6.533333333,19.15801062
6.566666667,27.2204625
6.6,33.08026535
6.633333333,32.41554268
6.666666667,26.1962436
6.7,16.81327567
6.733333333,7.027332397
6.766666667,6.853334583
6.8,9.709724308
6.833333333,13.19549941
6.866666667,19.92476576
6.9,28.33927514
6.933333333,33.68452318
6.966666667,31.81117986
7,24.6853264
7.033333333,14.74548233
7.066666667,4.786876024
7.1,6.405990166
7.133333333,7.169845209
7.166666667,10.15217498
7.2,17.15602778
7.233333333,24.96306514
7.266666667,30.44426072
7.3,29.99553808
7.333333333,23.42354025
7.366666667,14.03984701
7.4,6.069969176
7.433333333,8.373594418
7.466666667,10.83043027
7.5,14.75123341
7.533333333,20.85333335
7.566666667,28.73701434
7.6,33.16242855
7.633333333,30.54844094
7.666666667,22.54487489
7.7,12.01486403
7.733333333,4.572000751
7.766666667,9.432590036
7.8,13.27920947
7.833333333,17.3320808
7.866666667,22.81173947
7.9,30.99278197
7.933333333,33.49704639
7.966666667,29.85825831
8,21.15284604
8.033333333,9.651635947
8.066666667,3.87536846
8.1,12.406726
8.133333333,19.3299479
8.166666667,24.20555261
8.2,31.05802481
8.233333333,35.98578558
8.266666667,38.71242086
8.3,32.10603636
8.333333333,19.91156738
8.366666667,5.183068407
8.4,-2.324191412
8.433333333,0.895755609
8.466666667,-1.084853918
8.5,8.672928564
8.533333333,17.74136613
8.566666667,23.38575788
8.6,25.22311675
8.633333333,20.08211839
8.666666667,13.31501732
8.7,9.558101814
8.733333333,15.05945789
8.766666667,20.51347956
8.8,22.32879955
8.833333333,30.39415639
8.866666667,37.94779659
8.9,38.3187245
8.933333333,30.99670454
8.966666667,18.83296821
9,5.777397569
9.033333333,-0.611812115
9.066666667,9.40873475
9.1,9.138513319
9.133333333,11.85077596
9.166666667,17.3282678
9.2,24.94795457
9.233333333,28.57104735
9.266666667,27.15687195
9.3,19.56843806
9.333333333,9.941056494
9.366666667,5.720227618
9.4,12.40958532
9.433333333,16.78599863
9.466666667,24.173862
9.5,32.93689726
9.533333333,37.97909609
9.566666667,36.04388432
9.6,26.81082123
9.633333333,15.04508769
9.666666667,2.159536742
9.7,-0.569473473
9.733333333,4.116562491
9.766666667,4.791700647
9.8,13.4180794
9.833333333,21.61071464
9.866666667,29.19362168
9.9,30.65242085
9.933333333,25.57332167
9.966666667,16.58079701
10,7.054739813
10.03333333,8.192434651
10.06666667,17.16946885
10.1,19.48917821
10.13333333,25.87237988
10.16666667,35.38564134
10.2,38.88634105
10.23333333,38.48124006
10.26666667,27.99487374
10.3,15.86080871
10.33333333,3.802745619
10.36666667,0.962140935
10.4,5.446425513
10.43333333,2.9438612
10.46666667,12.13123688
10.5,19.7271832
10.53333333,26.29748006
10.56666667,28.71609479
10.6,23.72634742
10.63333333,16.18079309
10.66666667,10.05515299
10.7,12.81568998
10.73333333,18.59950748
10.76666667,21.36469408
10.8,29.14860246
10.83333333,35.56917306
10.86666667,37.49712581
10.9,32.8318971
10.93333333,21.45656123
10.96666667,10.08506852
11,1.749418683
11.03333333,5.73338973
11.06666667,9.565699112
11.1,14.01750549
11.13333333,20.82515376
11.16666667,28.74495874
11.2,32.16865682
11.23333333,30.18770432
11.26666667,22.66270822
11.3,13.72500953
11.33333333,10.18173313
11.36666667,21.24640545
11.4,27.45572685
11.43333333,28.33475802
11.46666667,34.63853414
11.5,38.58871193
11.53333333,39.01703403
11.56666667,32.50731188
11.6,19.31993264
11.63333333,10.50020609
11.66666667,-1.38000385
11.7,-3.713594051
11.73333333,-1.157547383
11.76666667,3.357136598
11.8,13.49148451
11.83333333,21.79679034
11.86666667,24.69724352
11.9,23.70915784
11.93333333,20.20383202
11.96666667,21.02310907
12,41.61534783
12.03333333,65.14393728
12.06666667,141.1512992
12.1,203.8353259
12.13333333,215.0669227
12.16666667,218.4322711
12.2,219.6770208
12.23333333,218.9064537
12.26666667,228.5327289
12.3,241.292321
12.33333333,257.7122573
12.36666667,249.2982804
12.4,244.5180387
12.43333333,228.62548
12.46666667,209.3423694
12.5,203.4696657
12.53333333,195.5016661
12.56666667,179.9599606
12.6,169.3389599
12.63333333,167.1426394
12.66666667,168.390194
12.7,157.9636382
12.73333333,167.939723
12.76666667,172.6416158
12.8,165.6979038
12.83333333,147.0721715
12.86666667,122.206386
12.9,110.2678029
12.93333333,106.2373566
12.96666667,114.0226201
13,119.2501032
13.03333333,120.8483188
13.06666667,88.51283656
13.1,58.24527791
13.13333333,46.74084481
13.16666667,39.78804675
13.2,25.41310346
13.23333333,-0.559898515
13.26666667,-13.6841798
13.3,-31.2796298
13.33333333,-77.87037328
13.36666667,-93.99823401
13.4,-96.71952428
13.43333333,-123.2801595
13.46666667,-138.96078
13.5,-140.9670006
13.53333333,-135.4739211
13.56666667,-122.9236543
13.6,-116.136481
13.63333333,-114.2955779
13.66666667,-120.9377849
13.7,-126.0326979
13.73333333,-136.6970225
13.76666667,-152.141167
13.8,-164.0147255
13.83333333,-177.9971931
13.86666667,-190.8502881
13.9,-200.891528
13.93333333,-209.5107024
13.96666667,-225.9670907
14,-227.8873662
14.03333333,-218.1859565
14.06666667,-224.7061068
14.1,-252.3539821
14.13333333,-283.5454065
14.16666667,-303.6924017
14.2,-321.323785
14.23333333,-319.0365824
14.26666667,-310.4942647
14.3,-315.1096738
14.33333333,-318.8565589
14.36666667,-323.312416
14.4,-323.7700488
14.43333333,-332.5008143
14.46666667,-338.0948047
14.5,-349.7097601
14.53333333,-356.6891189
14.56666667,-349.8353634
14.6,-348.8132447
14.63333333,-338.2440606
14.66666667,-330.0936141
14.7,-345.2452634
14.73333333,-344.1770484
14.76666667,-330.3566614
14.8,-308.6850402
14.83333333,-288.6403164
14.86666667,-262.4305999
14.9,-245.2512181
14.93333333,-233.1974472
14.96666667,-225.3810902
15,-224.3930585
15.03333333,-209.6764493
15.06666667,-187.6808045
15.1,-187.0493968
15.13333333,-177.1414786
15.16666667,-176.1481158
15.2,-174.1728691
15.23333333,-165.8308068
15.26666667,-164.7918186
15.3,-149.6549263
15.33333333,-88.44592901
15.36666667,-165.2097703
15.4,-143.4148667
15.43333333,-128.047782
15.46666667,-111.1320263
15.5,-92.71555224
15.53333333,-45.29073132
15.56666667,-32.2246589
15.6,-23.75187096
15.63333333,-15.60522022
15.66666667,-5.620167668
15.7,16.97529768
15.73333333,20.05233781
15.76666667,24.44190103
15.8,18.99137225
15.83333333,13.86040376
15.86666667,15.7588543
15.9,30.6208727
15.93333333,37.70203751
15.96666667,19.81868218
16,29.52421032
16.03333333,31.87919909
16.06666667,31.43429348
16.1,38.07851705
16.13333333,51.38342036
16.16666667,75.30245986
16.2,90.2525568
16.23333333,107.2596198
16.26666667,106.8857913
16.3,99.74246608
16.33333333,66.54116048
16.36666667,37.14379531
16.4,18.67087024
16.43333333,20.77871578
16.46666667,-0.158186195
16.5,-19.94951384
16.53333333,-34.23654528
16.56666667,-52.78401372
16.6,-74.2536911
16.63333333,-113.7993712
16.66666667,-133.2615162
16.7,-143.0633986
16.73333333,-145.0357341
16.76666667,-134.7088704
16.8,-120.9721912
16.83333333,-110.450911
16.86666667,-107.7693275
16.9,-112.6696907
16.93333333,-127.3751275
16.96666667,-143.1559466
17,-152.9565075
17.03333333,-155.8284729
17.06666667,-158.482932
17.1,-170.812042
17.13333333,-177.1536222
17.16666667,-176.9723096
17.2,-124.493302
17.23333333,-77.74589887
17.26666667,-23.0164283
17.3,-9.031383003
17.33333333,-0.479294452
17.36666667,7.404424633
17.4,8.599955199
17.43333333,14.08977726
17.46666667,6.482895668
17.5,8.996483164
17.53333333,42.81419122
17.56666667,57.69614392
17.6,60.90408995
17.63333333,52.67142728
17.66666667,40.58757319
17.7,29.66180286
17.73333333,20.40320555
17.76666667,39.99002122
17.8,69.88803933
17.83333333,84.93336439
17.86666667,89.92565835
17.9,81.51650742
17.93333333,68.90366337
17.96666667,40.00815438
18,16.42245662
18.03333333,17.34543235
18.06666667,1.419840605
18.1,-6.662815949
18.13333333,-21.29187157
18.16666667,-34.18578367
18.2,-47.90938594
18.23333333,-47.61891678
18.26666667,-38.81844273
18.3,-57.26584836
18.33333333,-89.02189051
18.36666667,-114.8697736
18.4,-125.0256097
18.43333333,-124.1039801
18.46666667,-115.4085214
18.5,-112.7150555
18.53333333,-115.7039544
18.56666667,-124.1717786
18.6,-131.4056483
18.63333333,-141.6676846
18.66666667,-150.4932742
18.7,-150.5068583
18.73333333,-157.108555
18.76666667,-164.1665258
18.8,-167.5701578
18.83333333,-164.2479234
18.86666667,-141.0026704
18.9,-98.5407726
18.93333333,-178.3652695
18.96666667,-148.7437582
19,-123.9806482
19.03333333,-104.6190467
19.06666667,-84.8177592
19.1,-51.27159542
19.13333333,-22.69150169
19.16666667,-18.92502687
19.2,-13.5021546
19.23333333,-2.92998992
19.26666667,10.11641063
19.3,18.87588123
19.33333333,24.05006164
19.36666667,26.09425226
19.4,20.53474508
19.43333333,21.27701981
19.46666667,24.90596293
19.5,36.28709022
19.53333333,23.90418409
19.56666667,13.59012624
19.6,32.65624879
19.63333333,40.34360207
19.66666667,44.83690174
19.7,40.49313404
19.73333333,23.64870867
19.76666667,-0.15395172
19.8,72.70675
19.83333333,61.61285058
19.86666667,49.9538172
19.9,40.15568868
19.93333333,37.2923222
19.96666667,40.34393343
20,47.02874201
20.03333333,64.01308501
20.06666667,83.74086582
20.1,103.7547127
20.13333333,126.4424397
20.16666667,130.9019138
20.2,130.6084343
20.23333333,134.4652512
20.26666667,159.4637095
20.3,182.7293026
20.33333333,170.7613244
20.36666667,175.0937629
20.4,176.4308733
20.43333333,183.064874
20.46666667,194.9337813
20.5,212.046097
20.53333333,218.3309316
20.56666667,215.4152797
20.6,168.6799737
20.63333333,215.3987542
20.66666667,223.9166988
20.7,215.1983698
20.73333333,206.2080426
20.76666667,193.8535639
20.8,195.2838216
20.83333333,229.0687963
20.86666667,244.2568979
20.9,234.6439219
20.93333333,224.2109091
20.96666667,212.8958917
21,200.8252289
21.03333333,210.4031262
21.06666667,246.207649
21.1,208.5969131
21.13333333,197.4872013
21.16666667,190.1293344
21.2,192.3014441
21.23333333,199.5483042
21.26666667,206.7686843
21.3,207.2236911
21.33333333,198.6063933
21.36666667,196.4428802
21.4,196.8616718
21.43333333,195.2937424
21.46666667,199.8887083
21.5,208.1695589
21.53333333,218.3320988
21.56666667,220.3857411
21.6,220.522238
21.63333333,229.6461558
21.66666667,238.9742824
21.7,248.2719631
21.73333333,272.1352732
21.76666667,293.0781064
21.8,297.1861762
21.83333333,293.1343174
21.86666667,291.3181941
21.9,253.7596476
21.93333333,228.9369769
21.96666667,218.6419607
22,208.9489194
22.03333333,200.5962888
22.06666667,193.0425144
22.1,194.3032287
22.13333333,208.4063476
22.16666667,222.5310478
22.2,208.4939561
22.23333333,205.0607843
22.26666667,202.2181013
22.3,201.0713253
22.33333333,202.0336281
22.36666667,198.8069184
22.4,180.3369787
22.43333333,196.4135293
22.46666667,220.1649919
22.5,232.9495939
22.53333333,230.8600796
22.56666667,227.5798163
22.6,224.6053848
22.63333333,213.8779256
22.66666667,205.526817
22.7,186.1877942
22.73333333,191.6537319
22.76666667,198.3471617
22.8,209.2142598
22.83333333,221.0486446
22.86666667,227.1274742
22.9,226.4719655
22.93333333,223.8367196
22.96666667,213.6955315
23,208.0853907
23.03333333,197.0404647
23.06666667,182.0318975
23.1,188.0691934
23.13333333,197.4736166
23.16666667,218.4836726
23.2,223.32634
23.23333333,223.2026256
23.26666667,221.3416249
23.3,213.4090771
23.33333333,209.2473737
23.36666667,195.9315944
23.4,186.9618989
23.43333333,197.4687315
23.46666667,211.5116769
23.5,220.4697266
23.53333333,223.1468234
23.56666667,221.6580081
23.6,216.6208921
23.63333333,207.7961783
23.66666667,204.7553803
23.7,195.7177492
23.73333333,191.4369806
23.76666667,197.6196037
23.8,202.8165151
23.83333333,210.9464187
23.86666667,215.7977138
23.9,214.532898
23.93333333,210.4187921
23.96666667,203.1524837
24,200.5153295
24.03333333,198.0962239
24.06666667,190.1993587
24.1,198.3160415
24.13333333,205.5138547
24.16666667,210.841468
24.2,214.1725004
24.23333333,212.2452467
24.26666667,207.6152088
24.3,201.0368039
24.33333333,199.1203384
24.36666667,209.4508664
24.4,213.5926755
24.43333333,205.8613957
24.46666667,209.0015369
24.5,212.6047171
24.53333333,213.8607765
24.56666667,212.2376222
24.6,207.9804396
24.63333333,202.0995107
