"Time","Angle"
0.176,-0.6933561641735055
0.184,-0.7525666108910583
0.192,-0.8194425716086379
0.2,-1.019601881726435
0.208,-1.3805782848012478
0.216,-1.374461734804403
0.224,-1.267833666351209
0.232,-0.8744572904376271
0.24,-1.0180592724670605
0.248,-0.9724527247910076
0.256,-0.8091844181286629
0.264,-0.6537789070130153
0.272,-0.7540837139087443
0.28,-0.9277382428209164
0.288,-1.0465954912583004
0.296,-1.113019064379093
0.304,-1.209999102825577
0.312,-1.4284650004252764
0.32,-1.7071524209595261
0.328,-1.316433399589226
0.336,-0.4017635906544509
0.344,-1.5853379197988182
0.352,-1.3707700597491452
0.36,-0.8986505645632289
0.368,-0.9013822264994141
0.376,0.4503806547842894
0.384,-0.46830666646912744
0.392,-1.0589843199998303
0.4,-1.3160288863738203
0.408,-1.3477331238488555
0.416,-1.1652823432008128
0.424,-0.8451803329678889
0.432,-0.6232474609821506
0.44,-0.49371346104232317
0.448,-0.4629221459578116
0.456,-0.5097404879508288
0.464,-0.6082352295872776
0.472,-0.694035055364629
0.48,-0.6825348871916912
0.488,-0.56519657087705
0.496,-0.5680526625715993
0.504,-0.6156162933164738
0.512,-0.6873617086844833
0.52,-0.9571684908135284
0.528,-1.1828286163913269
0.536,-0.14985217898224515
0.544,-1.0261587451323029
0.552,-1.2229693967340545
0.56,-1.1797240212272206
0.568,-0.9430247893596548
0.576,-0.8890020755349257
0.584,-0.9277640335512732
0.592,-0.6959615620102853
0.6,-0.5735642692323987
0.608,-0.3936405420816723
0.616,0.6863539623280497
0.624,2.0442875459393
0.632,2.4553899447577305
0.64,2.459782708101539
0.648,2.4205827352747944
0.656,2.0305963769445428
0.664,1.8030624833350963
0.672,1.7773547084777226
0.68,0.4891688224100143
0.688,-0.36020864506799
0.696,-0.9964199630705117
0.704,-1.0846476954263617
0.712,-0.9544466987142619
0.72,-0.6905166565975093
0.728,-0.5828358142661598
0.736,-1.041958362620591
0.744,-0.7947862947937386
0.752,-0.5606456981563035
0.76,-0.27547067411689347
0.768,0.534158813329179
0.776,1.777100974256397
0.784,2.4274639646314866
0.792,2.366408668242661
0.8,2.24868484185751
0.808,2.035018102281959
0.816,1.9658849805466034
0.824,2.0223521065285666
0.832,1.9920010193319444
0.84,2.9791434385582307
0.848,2.200055024379178
0.856,2.04521713796951
0.864,2.082609091062859
0.872,2.347719471427466
0.88,2.6393057251093
0.888,3.3593192627657795
0.896,2.322009413679433
0.904,2.5315192065824004
0.928,-0.9992744576353029
0.936,0.06849230145087232
0.944,0.06660350438903609
0.952,0.031709016226193695
0.96,-0.12752076784397195
0.968,-0.4349470311689723
0.976,-0.41442006024729366
0.984,-0.37187721467097273
0.992,0.6070472083258968
1,-0.07872366230216513
1.008,-0.19178225326733297
1.016,-0.12925337190039138
1.024,0.06760708790755404
1.032,0.2848407900366617
1.04,0.2607100772380993
1.048,0.7742940471233691
1.056,-0.18154330364511795
1.064,0.1326806453612703
1.072,0.35713390368658243
1.08,0.5991849119433665
1.088,0.9625226774282858
1.096,-0.044925951258583376
1.104,0.2095306304285753
1.112,0.05136348309216754
1.12,-0.09985384344794304
1.128,-0.6579955961524026
1.136,-1.0911965144562137
1.144,-0.22407919757502764
1.152,-0.3371085944177979
1.16,-0.458089470477217
1.168,-0.2820645976906051
1.176,0.20169485432402864
1.184,0.5053789502185105
1.192,0.3050440547419747
1.2,-0.04428352348619158
1.208,-0.2243438278868749
1.216,-0.3166965935699355
1.224,-0.3851682093388447
1.232,-0.5686552076717614
1.24,-1.0045500137507577
1.248,-1.0937074009686698
1.256,-1.033287338105059
1.264,-0.9661583587511471
1.272,-1.2569670333446312
1.28,-0.853903992816019
1.288,-0.37109134875933647
1.296,-0.3164223831458239
1.304,-0.02572360669935013
1.312,0.22096775556360185
1.32,0.061725893815011146
1.328,-0.13264118862353444
1.336,-0.21741930040209803
1.344,-0.07312589397218296
1.352,0.15568061518800197
1.36,0.05457748422043547
1.368,-0.292197935694454
1.376,-0.5486861591707493
1.384,-0.6372722163486803
1.392,-0.7227260847070293
1.4,-1.0045153358038494
1.408,-1.1046950113188572
1.416,-1.0250316288011665
1.424,-0.9115331991565314
1.432,-0.8799516548372547
1.44,-0.32915212879547495
1.448,-0.1988671014612101
1.456,-0.023750119280888077
1.464,0.18466620739241152
1.472,0.1613628696710862
1.48,-0.007312514137827489
1.488,-0.2044500624178184
1.496,-0.19459512188295658
1.504,-0.024017409474514185
1.512,0.10229718928834078
1.52,-0.11657838595602123
1.528,-0.3859256438369683
1.536,-0.5159289209247542
1.544,-0.6881509813253271
1.552,-0.8935258920081155
1.56,0.5087552530045797
1.568,1.04813539169252
1.576,-0.22313121850114812
1.584,-0.12021303586862846
1.592,-0.0782159076255158
1.6,-0.16522773541401356
1.608,0.7229339395376423
1.616,-0.12586775429210423
1.624,-0.4577095227710326
1.632,-0.4856051778015233
1.64,-0.3884383611998077
1.648,-0.2780625420078189
1.656,-0.04086397144125807
1.664,0.2248672068303218
1.672,0.40163483938670275
1.68,0.5560635682598251
1.688,0.5884392269167863
1.696,0.29788857481859976
1.704,0.21794235471430448
1.712,0.21250323681332886
1.72,0.2162921214719343
1.728,0.08518272626273213
1.736,0.10041351476785715
1.744,0.19225605089739017
1.752,0.13899286945654413
1.76,-0.06483981244864581
1.768,0.9793207750923605
1.776,0.10123993864065126
1.784,-0.3524282341444825
1.792,-0.44830207243907677
1.8,-0.30090927541688467
1.808,0.07291455387772211
1.816,-0.13239741150559217
1.824,0.08716970856697107
1.832,0.2914597086240854
1.84,0.4191075207693077
1.848,0.7094563447381219
1.856,2.2731480871559606
1.864,3.237683668478869
1.872,3.255366770246752
1.88,3.2705262271453477
1.888,3.113121905629122
1.896,2.6891275101177863
1.904,2.462662916909184
1.912,1.0404812554938856
1.92,0.04121938164282312
1.928,-0.19915150809880874
1.936,-0.2145262897578821
1.944,-0.08376340698238313
1.952,0.188277061485998
