Time 3951,Angle 3951
0,0
0.01,-0.000153571
0.02,-0.000613682
0.03,-0.001379464
0.04,-0.002450099
0.05,-0.003824804
0.06,-0.005502835
0.07,-0.007483487
0.08,-0.009766098
0.09,-0.01235004
0.1,-0.015234727
0.11,-0.018419614
0.12,-0.021904192
0.13,-0.025687997
0.14,-0.0297706
0.15,-0.034151617
0.16,-0.038830704
0.17,-0.043807557
0.18,-0.049081915
0.19,-0.054653561
0.2,-0.060522322
0.21,-0.066688065
0.22,-0.073150706
0.23,-0.079910206
0.24,-0.086966569
0.25,-0.094319851
0.26,-0.101970154
0.27,-0.109917628
0.28,-0.118162474
0.29,-0.126704946
0.3,-0.135545346
0.31,-0.144684055
0.32,-0.154121436
0.33,-0.163857974
0.34,-0.173894189
0.35,-0.184230652
0.36,-0.194867992
0.37,-0.20580689
0.38,-0.217048082
0.39,-0.228592359
0.4,-0.240440562
0.41,-0.252593585
0.42,-0.265052369
0.43,-0.2778179
0.44,-0.290891206
0.45,-0.304273354
0.46,-0.317965441
0.47,-0.331968592
0.48,-0.346283949
0.49,-0.360912665
0.5,-0.37585589
0.51,-0.391114765
0.52,-0.406690406
0.53,-0.422583886
0.54,-0.438796223
0.55,-0.455328361
0.56,-0.472181146
0.57,-0.489355307
0.58,-0.506851431
0.59,-0.524669932
0.6,-0.542811027
0.61,-0.561274702
0.62,-0.580060682
0.63,-0.599168394
0.64,-0.61859693
0.65,-0.638345016
0.66,-0.658410969
0.67,-0.678792662
0.68,-0.699487486
0.69,-0.720492318
0.7,-0.74180348
0.71,-0.763416717
0.72,-0.785327161
0.73,-0.807529317
0.74,-0.830017037
0.75,-0.852783514
0.76,-0.875821279
0.77,-0.899122194
0.78,-0.922677478
0.79,-0.946477712
0.8,-0.970512875
0.81,-0.99477238
0.82,-1.019245109
0.83,-1.043919469
0.84,-1.06878345
0.85,-1.093824686
0.86,-1.119030517
0.87,-1.144388065
0.88,-1.169884298
0.89,-1.195506107
0.9,-1.22124037
0.91,-1.247074022
0.92,-1.272994121
0.93,-1.298987897
0.94,-1.325042828
0.95,-1.351146661
0.96,-1.377287469
0.97,-1.403453682
0.98,-1.429634121
0.99,-1.455818014
1,-1.481995011
1.01,-1.508155196
1.02,-1.534289092
1.03,-1.56038766
1.04,-1.586442292
1.05,-1.612444801
1.06,-1.638387416
1.07,-1.664262756
1.08,-1.690063825
1.09,-1.715783983
1.1,-1.741416937
1.11,-1.766956712
1.12,-1.792397638
1.13,-1.817734329
1.14,-1.842961663
1.15,-1.868074766
1.16,-1.893068993
1.17,-1.917939917
1.18,-1.942683311
1.19,-1.967295141
1.2,-1.991771551
1.21,-2.016108857
1.22,-2.040303542
1.23,-2.064352246
1.24,-2.088251769
1.25,-2.111999062
1.26,-2.135591232
1.27,-2.159025539
1.28,-2.182299398
1.29,-2.205410383
1.3,-2.228356227
1.31,-2.251134827
1.32,-2.273744247
1.33,-2.29618272
1.34,-2.318448655
1.35,-2.340540637
1.36,-2.362457429
1.37,-2.384197979
1.38,-2.405761417
1.39,-2.427147055
1.4,-2.448354394
1.41,-2.469383117
1.42,-2.490233089
1.43,-2.510904359
1.44,-2.531397151
1.45,-2.551711868
