Time,Angle
0.008,42.01861917
0.016,44.24625934
0.024,40.86963797
0.032,34.59868172
0.04,36.2573528
0.048,41.95802748
0.056,47.7981881
0.064,49.761782
0.072,48.62089793
0.08,47.91778816
0.088,51.95116087
0.096,50.45085116
0.104,41.49085617
0.112,32.26695432
0.12,32.8961649
0.128,41.45550683
0.136,51.5204691
0.144,57.86037466
0.152,58.97071833
0.16,61.41478448
0.168,62.82013348
0.176,55.80465899
0.184,40.7304582
0.192,29.09256721
0.2,27.53834839
0.208,35.15870819
0.216,44.66694254
0.224,51.06047168
0.232,52.90773645
0.24,54.51771974
0.248,55.97892061
0.256,48.94305398
0.264,35.93663504
0.272,28.43620381
0.28,29.43245066
0.288,36.24533977
0.296,39.77169043
0.304,38.95502094
0.312,35.99303422
0.32,33.56725694
0.328,33.97576489
0.336,34.415001
0.344,36.29173349
0.352,45.91020681
0.36,51.10057112
0.368,53.12754232
0.376,50.05749732
0.384,43.72323049
0.392,38.75852119
0.4,40.42319523
0.408,43.18232981
0.416,41.19858172
0.424,37.27848731
0.432,39.30443585
0.44,44.18108771
0.448,49.2963677
0.456,51.11100355
0.464,50.86224484
0.472,49.46948625
0.48,51.89384724
0.488,48.61009682
0.496,40.71303965
0.504,34.63595277
0.512,37.45550631
0.52,46.83983717
0.528,56.22557963
0.536,62.93209215
0.544,64.20144196
0.552,65.30829059
0.56,63.69085545
0.568,52.79631381
0.576,37.48044014
0.584,29.20213301
0.592,31.19767102
0.6,41.55689344
0.608,53.21077352
0.616,60.40718815
0.624,65.76594053
0.632,68.82919547
0.64,62.41433535
0.648,50.18169637
0.656,34.61199407
0.664,27.91933317
0.672,28.81850902
0.68,31.10290205
0.688,32.3984491
0.696,31.3172097
0.704,28.80532891
0.712,29.23618074
0.72,31.1259534
0.728,34.30566178
0.736,42.0174062
0.744,53.86007529
0.752,55.47588822
0.76,53.91222007
0.768,48.16381768
0.776,40.69509252
0.784,33.90689819
0.792,35.92069997
0.8,38.39739516
0.808,38.25514418
0.816,41.95533361
0.824,49.23478393
0.832,52.7390218
0.84,55.60411523
0.848,55.56300703
0.856,55.27577368
0.864,56.02455421
0.872,55.67657938
0.88,48.25170234
0.888,39.44954773
0.896,37.17438638
0.904,42.63853314
0.912,55.47682519
0.92,67.30519334
0.928,73.91342902
0.936,76.83052782
0.944,70.97152313
0.952,61.46130258
0.96,45.86077283
0.968,34.00988418
0.976,31.21295221
0.984,38.73824985
0.992,51.37771095
1,63.54807411
1.008,71.97106265
1.016,77.68043304
1.024,74.62928625
1.032,60.83301276
1.04,45.89813729
1.048,32.96200599
1.056,30.12988476
1.064,32.36724385
1.072,32.83509011
1.08,36.28611284
1.088,36.89088307
1.096,36.01559719
1.104,35.83326241
1.112,34.5358543
1.12,35.05590868
1.128,41.13813773
1.136,52.50406051
1.144,56.8103405
1.152,55.83081581
1.16,50.64269355
1.168,45.31822168
1.176,45.46041541
1.184,52.3508862
1.192,51.57815731
1.2,43.4495649
1.208,34.2962856
1.216,34.25299497
1.224,42.95200666
1.232,53.21303696
1.24,59.35035744
1.248,62.3196151
1.256,65.58449693
1.264,64.65444743
1.272,54.41060753
1.28,39.08026905
1.288,30.0141006
1.296,29.83610339
1.304,36.95132364
1.312,47.64765709
1.32,55.00165442
1.328,57.87909737
1.336,60.01438207
1.344,57.12625043
1.352,45.52364717
1.36,32.25458874
1.368,28.21879814
1.376,32.0164427
1.384,39.47112863
1.392,42.59008976
1.4,41.70768932
1.408,39.80372442
1.416,38.42497633
1.424,37.95247761
1.432,36.07641206
1.44,36.33092987
1.448,44.83492186
1.456,50.83004495
1.464,53.91365009
1.472,51.75185424
1.48,47.10544971
1.488,44.73673684
1.496,49.79108273
1.504,50.27089572
1.512,42.90133121
1.52,34.15254867
1.528,33.65773619
1.536,41.06110632
1.544,50.78503467
1.552,56.57510701
1.56,58.10390884
1.568,60.61888701
1.576,61.12943832
1.584,52.98575474
1.592,37.70737183
1.6,29.03117328
1.608,29.4989949
1.616,37.1334679
1.624,46.66889406
1.632,52.6523285
1.64,54.62463882
1.648,57.49586848
1.656,57.07500513
1.664,47.15449691
1.672,33.01922337
1.68,27.50094941
1.688,30.32254399
1.696,37.33303991
1.704,40.652955
1.712,39.54272769
1.72,37.48676961
1.728,36.06751655
1.736,36.27317159
1.744,35.30984333
1.752,35.84748084
1.76,44.87695094
1.768,50.2456592
1.776,52.52168359
1.784,49.72384181
1.792,44.04247963
1.8,40.83643394
1.808,44.44926379
1.816,45.68597791
1.824,41.09851512
1.832,35.48790502
1.84,36.80442715
1.848,43.41501649
1.856,49.90861859
1.864,52.68091603
1.872,52.72084802
1.88,52.39990384
1.888,55.41193516
1.896,49.40201725
1.904,37.82985035
1.912,30.91329438
1.92,34.26617016
1.928,44.23945588
1.936,54.75089252
1.944,62.39139849
1.952,66.037993
1.96,66.25085491
1.968,61.93419929
1.976,49.71112457
1.984,33.71179227
1.992,27.02789526
2,28.62196781
2.008,36.05332216
2.016,42.13519315
2.024,44.09776253
2.032,43.6922591
2.04,42.25000331
2.048,41.63689427
2.056,36.70674792
2.064,33.63906423
2.072,37.63723247
2.08,45.27237493
2.088,51.25048243
2.096,51.42862841
2.104,48.80309364
2.112,48.14269216
2.12,53.80613245
2.128,52.93245388
2.136,42.54714661
2.144,30.73500387
2.152,27.41144401
2.16,33.37584021
2.168,42.85292897
2.176,47.3051969
2.184,47.02232114
2.192,45.85506107
2.2,46.59021612
2.208,43.5212004
2.216,35.84690629
2.224,32.38334528
2.232,36.81833779
2.24,44.91810714
2.248,50.21869716
2.256,51.13552569
2.264,50.64197123
2.272,54.09066069
2.28,55.00507061
2.288,46.49828763
2.296,32.93797598
2.304,26.52266178
2.312,29.94986377
2.32,38.33396603
2.328,44.74695556
2.336,44.74908182
2.344,44.24730499
2.352,43.51340935
2.36,44.66633342
2.368,38.74775964
2.376,33.05619828
2.384,34.94121364
2.392,41.70355549
2.4,48.33612615
2.408,49.69007372
2.416,48.75821956
2.424,50.04751874
2.432,55.91611838
2.44,54.11252227
2.448,41.97991665
2.456,29.44165381
2.464,26.36307728
2.472,32.67024811
2.48,41.53332808
2.488,46.06596326
2.496,46.66826115
2.504,47.9615772
2.512,51.74834395
2.52,48.8345654
2.528,37.42844628
2.536,29.13747966
2.544,29.34906604
2.552,36.03608596
2.56,41.92044598
2.568,43.20817679
2.576,42.73758816
2.584,43.62201271
2.592,46.40012396
2.6,43.05469615
2.608,34.16193218
2.616,30.19254615
2.624,34.38579502
2.632,42.30336255
2.64,46.42964723
2.648,44.82765758
2.656,43.96078659
2.664,45.26755902
2.672,48.48079984
2.68,42.63441776
2.688,32.56863867
2.696,29.35729602
2.704,33.93746494
2.712,42.6518191
2.72,46.5846139
2.728,45.07688762
2.736,44.00184855
2.744,44.98243172
2.752,45.33096033
2.76,38.38561582
2.768,31.95466568
2.776,33.41299887
2.784,40.66657767
2.792,47.06400272
2.8,48.25424877
2.808,47.15887895
2.816,46.53771219
2.824,50.98365552
2.832,46.64895519
2.84,35.34166189
2.848,28.82330749
2.856,31.44073042
2.864,40.52268007
2.872,47.49108121
2.88,48.48612874
2.888,47.76656525
2.896,48.81659867
2.904,50.90783711
2.912,42.77517708
2.92,31.77429293
2.928,28.50721488
2.936,34.42204062
2.944,43.69409045
2.952,48.50536315
2.96,48.44234079
